Sno_1,Name_1,kT,clean_name,Sno_2,name_2,norm
215,SWIFTJ0902.7-4814,-99,SWIFTJ0902.7-4814,54,SWIFTJ0902.7-4814,-99
216,SWIFTJ0902.7-6816,-99,SWIFTJ0902.7-6816,273,SWIFTJ0902.7-6816,-99
217,SWIFTJ0902.8-7414,-99,SWIFTJ0902.8-7414,465,SWIFTJ0902.8-7414,-99
218,SWIFTJ0904.3+5538,-99,SWIFTJ0904.3+5538,56,SWIFTJ0904.3+5538,-99
219,SWIFTJ0909.0+0358,-99,SWIFTJ0909.0+0358,233,SWIFTJ0909.0+0358,-99
220,SWIFTJ0911.2+4533,-99,SWIFTJ0911.2+4533,409,SWIFTJ0911.2+4533,-99
221,SWIFTJ0917.2-6221,-99,SWIFTJ0917.2-6221,5,SWIFTJ0917.2-6221,-99
222,SWIFTJ0920.8-0805,-99,SWIFTJ0920.8-0805,436,SWIFTJ0920.8-0805,-99
223,SWIFTJ0924.2-3141,-99,SWIFTJ0924.2-3141,391,SWIFTJ0924.2-3141,-99
224,SWIFTJ0925.2-8423,-99,SWIFTJ0925.2-8423,564,SWIFTJ0925.2-8423,-99
225,SWIFTJ0926.1+6931,-99,SWIFTJ0926.1+6931,19,SWIFTJ0926.1+6931,-99
226,SWIFTJ0927.3+2301,-99,SWIFTJ0927.3+2301,24,SWIFTJ0927.3+2301,-99
227,SWIFTJ0929.7+6232,-99,SWIFTJ0929.7+6232,438,SWIFTJ0929.7+6232,-99
228,SWIFTJ0936.2-6553,-99,SWIFTJ0936.2-6553,353,SWIFTJ0936.2-6553,-99
229,SWIFTJ0945.6-1420,-99,SWIFTJ0945.6-1420,467,SWIFTJ0945.6-1420,-99
230,SWIFTJ0947.6-3057,-99,SWIFTJ0947.6-3057,472,SWIFTJ0947.6-3057,-99
231,SWIFTJ0950.5+7318,-99,SWIFTJ0950.5+7318,227,SWIFTJ0950.5+7318,-99
232,SWIFTJ0952.3-6234,-99,SWIFTJ0952.3-6234,362,SWIFTJ0952.3-6234,-99
233,SWIFTJ1001.7+5543,-99,SWIFTJ1001.7+5543,451,SWIFTJ1001.7+5543,-99
234,SWIFTJ1003.4-3726,-99,SWIFTJ1003.4-3726,44,SWIFTJ1003.4-3726,-99
235,SWIFTJ1005.9-2305,-99,SWIFTJ1005.9-2305,114,SWIFTJ1005.9-2305,-99
236,SWIFTJ1007.4+6534,-99,SWIFTJ1007.4+6534,265,SWIFTJ1007.4+6534,-99
237,SWIFTJ1013.5-3601,-99,SWIFTJ1013.5-3601,460,SWIFTJ1013.5-3601,-99
238,SWIFTJ1017.0-0404,-99,SWIFTJ1017.0-0404,284,SWIFTJ1017.0-0404,-99
239,SWIFTJ1020.5-0237B,-99,SWIFTJ1020.5-0237,342,SWIFTJ1020.5-0237,-99
240,SWIFTJ1029.8-3821,-99,SWIFTJ1029.8-3821,461,SWIFTJ1029.8-3821,-99
241,SWIFTJ1031.5+5051,-99,SWIFTJ1031.5+5051,163,SWIFTJ1031.5+5051,-99
242,SWIFTJ1031.5-4205,-99,SWIFTJ1031.5-4205,130,SWIFTJ1031.5-4205,-99
243,SWIFTJ1032.7-2835,-99,SWIFTJ1032.7-2835,137,SWIFTJ1032.7-2835,-99
244,SWIFTJ1033.6+7303,-99,SWIFTJ1033.6+7303,291,SWIFTJ1033.6+7303,-99
245,SWIFTJ1033.8+5257,-99,SWIFTJ1033.8+5257,336,SWIFTJ1033.8+5257,-99
246,SWIFTJ1038.8-4942,-99,SWIFTJ1038.8-4942,23,SWIFTJ1038.8-4942,-99
247,SWIFTJ1040.7-4619,-99,SWIFTJ1040.7-4619,535,SWIFTJ1040.7-4619,-99
248,SWIFTJ1041.4-1740,-99,SWIFTJ1041.4-1740,313,SWIFTJ1041.4-1740,-99
249,SWIFTJ1042.4+0046,-99,SWIFTJ1042.4+0046,514,SWIFTJ1042.4+0046,-99
250,SWIFTJ1043.4+1105,-99,SWIFTJ1043.4+1105,39,SWIFTJ1043.4+1105,-99
251,SWIFTJ1044.1+7024,-99,SWIFTJ1044.1+7024,403,SWIFTJ1044.1+7024,-99
252,SWIFTJ1044.8+3812,-99,SWIFTJ1044.8+3812,380,SWIFTJ1044.8+3812,-99
253,SWIFTJ1046.8+2556,-99,SWIFTJ1046.8+2556,538,SWIFTJ1046.8+2556,-99
254,SWIFTJ1051.2-1704A,-99,SWIFTJ1051.2-1704,344,SWIFTJ1051.2-1704,-99
255,SWIFTJ1051.2-1704B,-99,SWIFTJ1051.2-1704,489,SWIFTJ1051.2-1704,-99
256,SWIFTJ1059.8+6507,-99,SWIFTJ1059.8+6507,464,SWIFTJ1059.8+6507,-99
257,SWIFTJ1103.4+3731,-99,SWIFTJ1103.4+3731,10,SWIFTJ1103.4+3731,-99
258,SWIFTJ1103.5-2329,-99,SWIFTJ1103.5-2329,171,SWIFTJ1103.5-2329,-99
259,SWIFTJ1104.4+3812,-99,SWIFTJ1104.4+3812,159,SWIFTJ1104.4+3812,-99
260,SWIFTJ1105.7+5854A,-99,SWIFTJ1105.7+5854,688,SWIFTJ1105.7+5854,2.19E-05
261,SWIFTJ1106.5+7234,-99,SWIFTJ1106.5+7234,111,SWIFTJ1106.5+7234,-99
262,SWIFTJ1110.6-2832,-99,SWIFTJ1110.6-2832,6,SWIFTJ1110.6-2832,-99
263,SWIFTJ1114.3+2020,-99,SWIFTJ1114.3+2020,315,SWIFTJ1114.3+2020,-99
264,SWIFTJ1114.3+7944,-99,SWIFTJ1114.3+7944,300,SWIFTJ1114.3+7944,-99
265,SWIFTJ1115.3+5423,-99,SWIFTJ1115.3+5423,505,SWIFTJ1115.3+5423,-99
266,SWIFTJ1127.5+1906,-99,SWIFTJ1127.5+1906,348,SWIFTJ1127.5+1906,-99
267,SWIFTJ1130.1-1447,-99,SWIFTJ1130.1-1447,190,SWIFTJ1130.1-1447,-99
268,SWIFTJ1132.7+5301,-99,SWIFTJ1132.7+5301,293,SWIFTJ1132.7+5301,-99
269,SWIFTJ1132.9+1019B,-99,SWIFTJ1132.9+1019,829,SWIFTJ1132.9+1019,0.0011
270,SWIFTJ1136.7+6738,-99,SWIFTJ1136.7+6738,162,SWIFTJ1136.7+6738,-99
271,SWIFTJ1136.7-6007,-99,SWIFTJ1136.7-6007,597,SWIFTJ1136.7-6007,-99
272,SWIFTJ1138.9+2529B,-99,SWIFTJ1138.9+2529,524,SWIFTJ1138.9+2529,-99
273,SWIFTJ1139.0-2323,-99,SWIFTJ1139.0-2323,222,SWIFTJ1139.0-2323,-99
274,SWIFTJ1139.0-3743,-99,SWIFTJ1139.0-3743,21,SWIFTJ1139.0-3743,-99
275,SWIFTJ1139.8+3157,-99,SWIFTJ1139.8+3157,357,SWIFTJ1139.8+3157,-99
276,SWIFTJ1142.2+1021,-99,SWIFTJ1142.2+1021,490,SWIFTJ1142.2+1021,-99
277,SWIFTJ1145.2+5905,-99,SWIFTJ1145.2+5905,134,SWIFTJ1145.2+5905,-99
278,SWIFTJ1145.6-6956,-99,SWIFTJ1145.6-6956,242,SWIFTJ1145.6-6956,-99
279,SWIFTJ1148.7+2941,-99,SWIFTJ1148.7+2941,219,SWIFTJ1148.7+2941,-99
280,SWIFTJ1149.3+5307,-99,SWIFTJ1149.3+5307,214,SWIFTJ1149.3+5307,-99
281,SWIFTJ1152.6-0512,-99,SWIFTJ1152.6-0512,346,SWIFTJ1152.6-0512,-99
282,SWIFTJ1158.9+4234,-99,SWIFTJ1158.9+4234,416,SWIFTJ1158.9+4234,-99
283,SWIFTJ1159.7-2002,-99,SWIFTJ1159.7-2002,260,SWIFTJ1159.7-2002,-99
284,SWIFTJ1200.2-5350,-99,SWIFTJ1200.2-5350,542,SWIFTJ1200.2-5350,-99
285,SWIFTJ1200.8+0650,-99,SWIFTJ1200.8+0650,457,SWIFTJ1200.8+0650,-99
286,SWIFTJ1202.5+3332,-99,SWIFTJ1202.5+3332,384,SWIFTJ1202.5+3332,-99
287,SWIFTJ1204.5+2019,-99,SWIFTJ1204.5+2019,506,SWIFTJ1204.5+2019,-99
288,SWIFTJ1207.5+3355,-99,SWIFTJ1207.5+3355,561,SWIFTJ1207.5+3355,-99
290,SWIFTJ1210.1-4637,-99,SWIFTJ1210.1-4637,356,SWIFTJ1210.1-4637,-99
291,SWIFTJ1210.7+3819,-99,SWIFTJ1210.7+3819,8,SWIFTJ1210.7+3819,-99
292,SWIFTJ1211.3-3935,-99,SWIFTJ1211.3-3935,545,SWIFTJ1211.3-3935,-99
293,SWIFTJ1213.1+3239A,-99,SWIFTJ1213.1+3239,264,SWIFTJ1213.1+3239,-99
294,SWIFTJ1213.1+3239B,-99,SWIFTJ1213.1+3239,500,SWIFTJ1213.1+3239,-99
295,SWIFTJ1214.3+2933,-99,SWIFTJ1214.3+2933,594,SWIFTJ1214.3+2933,-99
296,SWIFTJ1217.2-2611,-99,SWIFTJ1217.2-2611,603,SWIFTJ1217.2-2611,-99
297,SWIFTJ1217.3+0714,-99,SWIFTJ1217.3+0714,12,SWIFTJ1217.3+0714,-99
298,SWIFTJ1221.3+3012,-99,SWIFTJ1221.3+3012,155,SWIFTJ1221.3+3012,-99
299,SWIFTJ1222.4+0414,-99,SWIFTJ1222.4+0414,197,SWIFTJ1222.4+0414,-99
300,SWIFTJ1222.4+7520,-99,SWIFTJ1222.4+7520,151,SWIFTJ1222.4+7520,-99
301,SWIFTJ1224.9+2122,-99,SWIFTJ1224.9+2122,196,SWIFTJ1224.9+2122,-99
302,SWIFTJ1231.4+5758,-99,SWIFTJ1231.4+5758,330,SWIFTJ1231.4+5758,-99
303,SWIFTJ1239.3-1611,-99,SWIFTJ1239.3-1611,521,SWIFTJ1239.3-1611,-99
304,SWIFTJ1240.2+3457A,-99,SWIFTJ1240.2+3457,52,SWIFTJ1240.2+3457,-99
305,SWIFTJ1240.2+3457B,-99,SWIFTJ1240.2+3457,463,SWIFTJ1240.2+3457,-99
306,SWIFTJ1240.9+2735,-99,SWIFTJ1240.9+2735,471,SWIFTJ1240.9+2735,-99
307,SWIFTJ1240.9-3331,-99,SWIFTJ1240.9-3331,105,SWIFTJ1240.9-3331,-99
308,SWIFTJ1248.2-5828,-99,SWIFTJ1248.2-5828,379,SWIFTJ1248.2-5828,-99
309,SWIFTJ1255.0-2657,-99,SWIFTJ1255.0-2657,370,SWIFTJ1255.0-2657,-99
310,SWIFTJ1256.2-0551,-99,SWIFTJ1256.2-0551,187,SWIFTJ1256.2-0551,-99
311,SWIFTJ1300.1+1635,-99,SWIFTJ1300.1+1635,398,SWIFTJ1300.1+1635,-99
312,SWIFTJ1302.9+1620,-99,SWIFTJ1302.9+1620,100,SWIFTJ1302.9+1620,-99
313,SWIFTJ1303.8+5345,-99,SWIFTJ1303.8+5345,16,SWIFTJ1303.8+5345,-99
314,SWIFTJ1304.3-1022,-99,SWIFTJ1304.3-1022,556,SWIFTJ1304.3-1022,-99
315,SWIFTJ1305.4-4928,-99,SWIFTJ1305.4-4928,483,SWIFTJ1305.4-4928,-99
316,SWIFTJ1310.7+0834,-99,SWIFTJ1310.7+0834,525,SWIFTJ1310.7+0834,-99
317,SWIFTJ1312.1-5631,-99,SWIFTJ1312.1-5631,278,SWIFTJ1312.1-5631,-99
318,SWIFTJ1315.8+4420,-99,SWIFTJ1315.8+4420,441,SWIFTJ1315.8+4420,-99
319,SWIFTJ1321.2+0859,-99,SWIFTJ1321.2+0859,205,SWIFTJ1321.2+0859,-99
320,SWIFTJ1331.2-2524,-99,SWIFTJ1331.2-2524,41,SWIFTJ1331.2-2524,-99
321,SWIFTJ1331.6-0504,-99,SWIFTJ1331.6-0504,246,SWIFTJ1331.6-0504,-99
322,SWIFTJ1332.0-7754,-99,SWIFTJ1332.0-7754,279,SWIFTJ1332.0-7754,-99
323,SWIFTJ1333.5-3401,-99,SWIFTJ1333.5-3401,424,SWIFTJ1333.5-3401,-99
324,SWIFTJ1334.8-2328D1,-99,SWIFTJ1334.8-2328,546,SWIFTJ1334.8-2328,-99
325,SWIFTJ1334.8-2328D2,-99,SWIFTJ1334.8-2328,546,SWIFTJ1334.8-2328,-99
326,SWIFTJ1336.0+0304,-99,SWIFTJ1336.0+0304,415,SWIFTJ1336.0+0304,-99
327,SWIFTJ1337.7-1253,-99,SWIFTJ1337.7-1253,179,SWIFTJ1337.7-1253,-99
328,SWIFTJ1341.5+6742,-99,SWIFTJ1341.5+6742,420,SWIFTJ1341.5+6742,-99
329,SWIFTJ1341.9+3537,-99,SWIFTJ1341.9+3537,376,SWIFTJ1341.9+3537,-99
330,SWIFTJ1344.7+1934,-99,SWIFTJ1344.7+1934,373,SWIFTJ1344.7+1934,-99
331,SWIFTJ1345.5+4139,-99,SWIFTJ1345.5+4139,443,SWIFTJ1345.5+4139,-99
332,SWIFTJ1347.4-6033,-99,SWIFTJ1347.4-6033,103,SWIFTJ1347.4-6033,-99
333,SWIFTJ1347.7+0212,-99,SWIFTJ1347.7+0212,614,SWIFTJ1347.7+0212,-99
334,SWIFTJ1349.7+0209,-99,SWIFTJ1349.7+0209,53,SWIFTJ1349.7+0209,-99
335,SWIFTJ1353.7-1122,-99,SWIFTJ1353.7-1122,282,SWIFTJ1353.7-1122,-99
336,SWIFTJ1354.1-3748,-99,SWIFTJ1354.1-3748,387,SWIFTJ1354.1-3748,-99
337,SWIFTJ1354.5+1326,-99,SWIFTJ1354.5+1326,591,SWIFTJ1354.5+1326,-99
338,SWIFTJ1355.6+3524,-99,SWIFTJ1355.6+3524,335,SWIFTJ1355.6+3524,-99
339,SWIFTJ1356.1+3832,-99,SWIFTJ1356.1+3832,110,SWIFTJ1356.1+3832,-99
340,SWIFTJ1356.6-1932,-99,SWIFTJ1356.6-1932,60,SWIFTJ1356.6-1932,-99
341,SWIFTJ1410.9-4229,-99,SWIFTJ1410.9-4229,486,SWIFTJ1410.9-4229,-99
342,SWIFTJ1412.9-6522,-99,SWIFTJ1412.9-6522,207,SWIFTJ1412.9-6522,-99
343,SWIFTJ1417.7+2539,-99,SWIFTJ1417.7+2539,160,SWIFTJ1417.7+2539,-99
344,SWIFTJ1417.7+6143,-99,SWIFTJ1417.7+6143,269,SWIFTJ1417.7+6143,-99
345,SWIFTJ1417.9+2507,-99,SWIFTJ1417.9+2507,116,SWIFTJ1417.9+2507,-99
346,SWIFTJ1424.2+2435,-99,SWIFTJ1424.2+2435,458,SWIFTJ1424.2+2435,-99
347,SWIFTJ1428.7+4234,-99,SWIFTJ1428.7+4234,169,SWIFTJ1428.7+4234,-99
348,SWIFTJ1433.9+0528,-99,SWIFTJ1433.9+0528,363,SWIFTJ1433.9+0528,-99
349,SWIFTJ1434.9+4837,-99,SWIFTJ1434.9+4837,42,SWIFTJ1434.9+4837,-99
350,SWIFTJ1436.8-1615,-99,SWIFTJ1436.8-1615,206,SWIFTJ1436.8-1615,-99
351,SWIFTJ1439.2+1417,-99,SWIFTJ1439.2+1417,73,SWIFTJ1439.2+1417,-99
352,SWIFTJ1445.6+2702,-99,SWIFTJ1445.6+2702,368,SWIFTJ1445.6+2702,-99
353,SWIFTJ1446.7-6416,-99,SWIFTJ1446.7-6416,86,SWIFTJ1446.7-6416,-99
354,SWIFTJ1448.7-4009,-99,SWIFTJ1448.7-4009,608,SWIFTJ1448.7-4009,-99
355,SWIFTJ1449.5+8602,-99,SWIFTJ1449.5+8602,318,SWIFTJ1449.5+8602,-99
356,SWIFTJ1451.0-5540A,-99,SWIFTJ1451.0-5540,210,SWIFTJ1451.0-5540,-99
357,SWIFTJ1451.0-5540B,-99,SWIFTJ1451.0-5540,554,SWIFTJ1451.0-5540,-99
358,SWIFTJ1453.3+2558,-99,SWIFTJ1453.3+2558,77,SWIFTJ1453.3+2558,-99
359,SWIFTJ1454.9-5133,-99,SWIFTJ1454.9-5133,81,SWIFTJ1454.9-5133,-99
360,SWIFTJ1458.9+7143,-99,SWIFTJ1458.9+7143,96,SWIFTJ1458.9+7143,-99
361,SWIFTJ1506.7+0353B,-99,SWIFTJ1506.7+0353,697,SWIFTJ1506.7+0353,2.49E-05
362,SWIFTJ1508.8-0013,-99,SWIFTJ1508.8-0013,107,SWIFTJ1508.8-0013,-99
363,SWIFTJ1512.2-1053B,-99,SWIFTJ1512.2-1053,326,SWIFTJ1512.2-1053,-99
364,SWIFTJ1515.0+4205,-99,SWIFTJ1515.0+4205,406,SWIFTJ1515.0+4205,-99
365,SWIFTJ1533.2-0836,-99,SWIFTJ1533.2-0836,578,SWIFTJ1533.2-0836,-99
366,SWIFTJ1535.8-5749,-99,SWIFTJ1535.8-5749,211,SWIFTJ1535.8-5749,-99
367,SWIFTJ1542.0-1410,-99,SWIFTJ1542.0-1410,143,SWIFTJ1542.0-1410,-99
368,SWIFTJ1546.3+6928,-99,SWIFTJ1546.3+6928,382,SWIFTJ1546.3+6928,-99
369,SWIFTJ1547.5+2050,-99,SWIFTJ1547.5+2050,245,SWIFTJ1547.5+2050,-99
370,SWIFTJ1548.5-1344,-99,SWIFTJ1548.5-1344,569,SWIFTJ1548.5-1344,-99
371,SWIFTJ1553.6+2606,-99,SWIFTJ1553.6+2606,244,SWIFTJ1553.6+2606,-99
372,SWIFTJ1553.6+2347,-99,SWIFTJ1553.6+2347,616,SWIFTJ1553.6+2347,-99
373,SWIFTJ1557.8-7913,-99,SWIFTJ1557.8-7913,62,SWIFTJ1557.8-7913,-99
374,SWIFTJ1605.9-7250,-99,SWIFTJ1605.9-7250,271,SWIFTJ1605.9-7250,-99
375,SWIFTJ1607.2+4834,-99,SWIFTJ1607.2+4834,55,SWIFTJ1607.2+4834,-99
376,SWIFTJ1607.4+8502,-99,SWIFTJ1607.4+8502,59,SWIFTJ1607.4+8502,-99
377,SWIFTJ1617.8+3223,-99,SWIFTJ1617.8+3223,65,SWIFTJ1617.8+3223,-99
378,SWIFTJ1621.2+8104,-99,SWIFTJ1621.2+8104,553,SWIFTJ1621.2+8104,-99
379,SWIFTJ1625.9+4349,-99,SWIFTJ1625.9+4349,261,SWIFTJ1625.9+4349,-99
380,SWIFTJ1626.5-2951,-99,SWIFTJ1626.5-2951,192,SWIFTJ1626.5-2951,-99
381,SWIFTJ1629.9+6722,-99,SWIFTJ1629.9+6722,84,SWIFTJ1629.9+6722,-99
382,SWIFTJ1643.1+3951,-99,SWIFTJ1643.1+3951,199,SWIFTJ1643.1+3951,-99
383,SWIFTJ1650.5+0434,-99,SWIFTJ1650.5+0434,528,SWIFTJ1650.5+0434,-99
384,SWIFTJ1652.0-5915B,-99,SWIFTJ1652.0-5915,213,SWIFTJ1652.0-5915,-99
385,SWIFTJ1652.3+5554,-99,SWIFTJ1652.3+5554,508,SWIFTJ1652.3+5554,-99
386,SWIFTJ1654.0+3946,-99,SWIFTJ1654.0+3946,164,SWIFTJ1654.0+3946,-99
387,SWIFTJ1656.3-3302,-99,SWIFTJ1656.3-3302,185,SWIFTJ1656.3-3302,-99
388,SWIFTJ1719.7+4900,-99,SWIFTJ1719.7+4900,79,SWIFTJ1719.7+4900,-99
389,SWIFTJ1721.7+4316,-99,SWIFTJ1721.7+4316,193,SWIFTJ1721.7+4316,-99
390,SWIFTJ1723.5+3630,-99,SWIFTJ1723.5+3630,102,SWIFTJ1723.5+3630,-99
391,SWIFTJ1733.3+3635,-99,SWIFTJ1733.3+3635,132,SWIFTJ1733.3+3635,-99
392,SWIFTJ1737.5-2908,-99,SWIFTJ1737.5-2908,67,SWIFTJ1737.5-2908,-99
393,SWIFTJ1742.1-6054,-99,SWIFTJ1742.1-6054,266,SWIFTJ1742.1-6054,-99
394,SWIFTJ1742.2+1833,-99,SWIFTJ1742.2+1833,241,SWIFTJ1742.2+1833,-99
395,SWIFTJ1743.4+6253,-99,SWIFTJ1743.4+6253,428,SWIFTJ1743.4+6253,-99
396,SWIFTJ1745.4+2906,-99,SWIFTJ1745.4+2906,71,SWIFTJ1745.4+2906,-99
397,SWIFTJ1747.7-2253,-99,SWIFTJ1747.7-2253,607,SWIFTJ1747.7-2253,-99
398,SWIFTJ1747.8+6837A,-99,SWIFTJ1747.8+6837,640,SWIFTJ1747.8+6837,7.34E-06
399,SWIFTJ1748.8-3257,-99,SWIFTJ1748.8-3257,14,SWIFTJ1748.8-3257,-99
400,SWIFTJ1751.8-6019,-99,SWIFTJ1751.8-6019,138,SWIFTJ1751.8-6019,-99
401,SWIFTJ1802.8-1455,-99,SWIFTJ1802.8-1455,35,SWIFTJ1802.8-1455,-99
402,SWIFTJ1816.0+4236,-99,SWIFTJ1816.0+4236,582,SWIFTJ1816.0+4236,-99
403,SWIFTJ1821.6+5953,-99,SWIFTJ1821.6+5953,58,SWIFTJ1821.6+5953,-99
404,SWIFTJ1824.2+1845,-99,SWIFTJ1824.2+1845,446,SWIFTJ1824.2+1845,-99
405,SWIFTJ1824.3-5624,-99,SWIFTJ1824.3-5624,522,SWIFTJ1824.3-5624,-99
406,SWIFTJ1825.7+7215,-99,SWIFTJ1825.7+7215,324,SWIFTJ1825.7+7215,-99
407,SWIFTJ1826.1-0710,-99,SWIFTJ1826.1-0710,61,SWIFTJ1826.1-0710,-99
408,SWIFTJ1826.8+3254,-99,SWIFTJ1826.8+3254,426,SWIFTJ1826.8+3254,-99
409,SWIFTJ1829.4+4846,-99,SWIFTJ1829.4+4846,122,SWIFTJ1829.4+4846,-99
410,SWIFTJ1830.8+0928,-99,SWIFTJ1830.8+0928,412,SWIFTJ1830.8+0928,-99
411,SWIFTJ1833.7-2105,-99,SWIFTJ1833.7-2105,181,SWIFTJ1833.7-2105,-99
412,SWIFTJ1836.9-5924,-99,SWIFTJ1836.9-5924,434,SWIFTJ1836.9-5924,-99
413,SWIFTJ1844.5-6221,-99,SWIFTJ1844.5-6221,68,SWIFTJ1844.5-6221,-99
414,SWIFTJ1845.4+7211,-99,SWIFTJ1845.4+7211,462,SWIFTJ1845.4+7211,-99
415,SWIFTJ1856.1+1539,-99,SWIFTJ1856.1+1539,72,SWIFTJ1856.1+1539,-99
416,SWIFTJ1856.2-7829,-99,SWIFTJ1856.2-7829,74,SWIFTJ1856.2-7829,-99
417,SWIFTJ1856.5-7851,-99,SWIFTJ1856.5-7851,15,SWIFTJ1856.5-7851,-99
418,SWIFTJ1903.9+3349,-99,SWIFTJ1903.9+3349,128,SWIFTJ1903.9+3349,-99
419,SWIFTJ1913.3-5010,-99,SWIFTJ1913.3-5010,475,SWIFTJ1913.3-5010,-99
420,SWIFTJ1919.4-2958,-99,SWIFTJ1919.4-2958,365,SWIFTJ1919.4-2958,-99
421,SWIFTJ1925.0+5041,-99,SWIFTJ1925.0+5041,310,SWIFTJ1925.0+5041,-99
422,SWIFTJ1926.9+4140,-99,SWIFTJ1926.9+4140,485,SWIFTJ1926.9+4140,-99
423,SWIFTJ1928.0+7356,-99,SWIFTJ1928.0+7356,176,SWIFTJ1928.0+7356,-99
424,SWIFTJ1930.5+3414,-99,SWIFTJ1930.5+3414,78,SWIFTJ1930.5+3414,-99
425,SWIFTJ1933.9+3258,-99,SWIFTJ1933.9+3258,95,SWIFTJ1933.9+3258,-99
426,SWIFTJ1943.5+2120,-99,SWIFTJ1943.5+2120,611,SWIFTJ1943.5+2120,-99
427,SWIFTJ1952.4+0237,-99,SWIFTJ1952.4+0237,468,SWIFTJ1952.4+0237,-99
428,SWIFTJ1959.6+6507,-99,SWIFTJ1959.6+6507,150,SWIFTJ1959.6+6507,-99
