Sno_1,Name_1,kT,clean_name,Sno_2,name_2,norm
633,SWIFTJ2157.4-0615,0.11,SWIFTJ2157.4-0615,734,SWIFTJ2157.4-0615,4.46E-05
634,SWIFTJ2209.1-2747,0.11,SWIFTJ2209.1-2747,636,SWIFTJ2209.1-2747,6.92E-06
635,SWIFTJ2240.2+0801,0.11,SWIFTJ2240.2+0801,724,SWIFTJ2240.2+0801,3.66E-05
636,SWIFTJ2308.1+4014,0.11,SWIFTJ2308.1+4014,777,SWIFTJ2308.1+4014,9.45E-05
637,SWIFTJ2318.9+0013,0.11,SWIFTJ2318.9+0013,763,SWIFTJ2318.9+0013,7.47E-05
638,SWIFTJ0918.5+1618,0.112,SWIFTJ0918.5+1618,771,SWIFTJ0918.5+1618,8.12E-05
639,SWIFTJ2303.3+0852,0.112,SWIFTJ2303.3+0852,791,SWIFTJ2303.3+0852,0.000134
640,SWIFTJ1535.9+5751,0.113,SWIFTJ1535.9+5751,706,SWIFTJ1535.9+5751,3.02E-05
641,SWIFTJ0311.8-7653,0.116,SWIFTJ0311.8-7653,671,SWIFTJ0311.8-7653,1.64E-05
642,SWIFTJ1218.5+2952,0.116,SWIFTJ1218.5+2952,792,SWIFTJ1218.5+2952,0.000134
643,SWIFTJ0207.0+2931,0.117,SWIFTJ0207.0+2931,723,SWIFTJ0207.0+2931,3.59E-05
644,SWIFTJ0230.2-0900,0.118,SWIFTJ0230.2-0900,769,SWIFTJ0230.2-0900,7.94E-05
645,SWIFTJ0559.8-5028,0.119,SWIFTJ0559.8-5028,764,SWIFTJ0559.8-5028,7.5E-05
646,SWIFTJ0051.9+1724,0.12,SWIFTJ0051.9+1724,753,SWIFTJ0051.9+1724,6.02E-05
647,SWIFTJ0054.9+2524,0.12,SWIFTJ0054.9+2524,699,SWIFTJ0054.9+2524,2.69E-05
648,SWIFTJ0225.8-6315,0.12,SWIFTJ0225.8-6315,645,SWIFTJ0225.8-6315,8.32E-06
649,SWIFTJ0234.6-0848,0.12,SWIFTJ0234.6-0848,811,SWIFTJ0234.6-0848,0.000195
650,SWIFTJ0308.5-7251,0.12,SWIFTJ0308.5-7251,719,SWIFTJ0308.5-7251,3.38E-05
651,SWIFTJ0516.2-0009,0.12,SWIFTJ0516.2-0009,800,SWIFTJ0516.2-0009,0.000158
652,SWIFTJ0552.5+5929,0.12,SWIFTJ0552.5+5929,715,SWIFTJ0552.5+5929,3.27E-05
653,SWIFTJ0923.6-2136,0.12,SWIFTJ0923.6-2136,694,SWIFTJ0923.6-2136,2.34E-05
654,SWIFTJ1139.1+5913,0.12,SWIFTJ1139.1+5913,718,SWIFTJ1139.1+5913,3.37E-05
655,SWIFTJ1145.6-1819,0.12,SWIFTJ1145.6-1819,750,SWIFTJ1145.6-1819,5.73E-05
656,SWIFTJ1316.9-7155,0.12,SWIFTJ1316.9-7155,651,SWIFTJ1316.9-7155,8.87E-06
657,SWIFTJ1506.7+0353A,0.12,SWIFTJ1506.7+0353,697,SWIFTJ1506.7+0353,2.49E-05
658,SWIFTJ1626.7+8530,0.12,SWIFTJ1626.7+8530,728,SWIFTJ1626.7+8530,3.96E-05
659,SWIFTJ1747.8+6837B,0.12,SWIFTJ1747.8+6837,640,SWIFTJ1747.8+6837,7.34E-06
660,SWIFTJ1842.0+7945,0.12,SWIFTJ1842.0+7945,813,SWIFTJ1842.0+7945,0.000208
661,SWIFTJ2044.0+2832,0.12,SWIFTJ2044.0+2832,784,SWIFTJ2044.0+2832,0.000116
662,SWIFTJ2217.0+1413,0.12,SWIFTJ2217.0+1413,828,SWIFTJ2217.0+1413,0.00109
663,SWIFTJ0010.5+1057,0.122,SWIFTJ0010.5+1057,752,SWIFTJ0010.5+1057,5.98E-05
664,SWIFTJ2304.8-0843,0.124,SWIFTJ2304.8-0843,708,SWIFTJ2304.8-0843,3.07E-05
665,SWIFTJ1203.0+4433,0.126,SWIFTJ1203.0+4433,807,SWIFTJ1203.0+4433,0.000173
666,SWIFTJ0516.4-1034,0.129,SWIFTJ0516.4-1034,711,SWIFTJ0516.4-1034,3.12E-05
667,SWIFTJ0034.5-7904,0.13,SWIFTJ0034.5-7904,721,SWIFTJ0034.5-7904,3.5E-05
668,SWIFTJ0036.3+4540,0.13,SWIFTJ0036.3+4540,690,SWIFTJ0036.3+4540,2.23E-05
669,SWIFTJ0450.7-5813,0.13,SWIFTJ0450.7-5813,682,SWIFTJ0450.7-5813,2.04E-05
670,SWIFTJ0502.1+0332,0.13,SWIFTJ0502.1+0332,712,SWIFTJ0502.1+0332,3.13E-05
671,SWIFTJ0640.4-2554,0.13,SWIFTJ0640.4-2554,786,SWIFTJ0640.4-2554,0.000118
672,SWIFTJ0718.1+4403,0.13,SWIFTJ0718.1+4403,722,SWIFTJ0718.1+4403,3.55E-05
673,SWIFTJ0759.8-3844,0.13,SWIFTJ0759.8-3844,674,SWIFTJ0759.8-3844,1.72E-05
674,SWIFTJ0959.7-3112,0.13,SWIFTJ0959.7-3112,730,SWIFTJ0959.7-3112,4.14E-05
675,SWIFTJ1120.8-4316,0.13,SWIFTJ1120.8-4316,689,SWIFTJ1120.8-4316,2.22E-05
676,SWIFTJ1232.0-4219,0.13,SWIFTJ1232.0-4219,654,SWIFTJ1232.0-4219,1.02E-05
677,SWIFTJ1232.1+2009,0.13,SWIFTJ1232.1+2009,48,SWIFTJ1232.1+2009,-99
678,SWIFTJ1905.4+4231,0.13,SWIFTJ1905.4+4231,675,SWIFTJ1905.4+4231,1.73E-05
679,SWIFTJ2042.3+7507,0.13,SWIFTJ2042.3+7507,820,SWIFTJ2042.3+7507,0.000377
680,SWIFTJ2303.1-1837,0.13,SWIFTJ2303.1-1837,660,SWIFTJ2303.1-1837,1.23E-05
681,SWIFTJ1937.5-0613,0.132,SWIFTJ1937.5-0613,826,SWIFTJ1937.5-0613,0.00067
682,SWIFTJ0742.5+4948,0.134,SWIFTJ0742.5+4948,814,SWIFTJ0742.5+4948,0.000217
683,SWIFTJ0222.6+5222,0.14,SWIFTJ0222.6+5222,685,SWIFTJ0222.6+5222,2.1E-05
684,SWIFTJ0405.3-3707,0.14,SWIFTJ0405.3-3707,621,SWIFTJ0405.3-3707,3.22E-06
685,SWIFTJ0451.4-0346,0.14,SWIFTJ0451.4-0346,662,SWIFTJ0451.4-0346,1.31E-05
686,SWIFTJ0452.2+4933,0.14,SWIFTJ0452.2+4933,801,SWIFTJ0452.2+4933,0.000163
687,SWIFTJ0923.7+2255,0.14,SWIFTJ0923.7+2255,709,SWIFTJ0923.7+2255,3.08E-05
688,SWIFTJ0959.9+1303,0.14,SWIFTJ0959.9+1303,629,SWIFTJ0959.9+1303,5.02E-06
689,SWIFTJ1001.8+2848,0.14,SWIFTJ1001.8+2848,220,SWIFTJ1001.8+2848,-99
690,SWIFTJ1008.6-0955,0.14,SWIFTJ1008.6-0955,683,SWIFTJ1008.6-0955,2.05E-05
691,SWIFTJ1113.6+0936,0.14,SWIFTJ1113.6+0936,626,SWIFTJ1113.6+0936,4.52E-06
692,SWIFTJ1157.8+5529,0.14,SWIFTJ1157.8+5529,644,SWIFTJ1157.8+5529,8.32E-06
693,SWIFTJ1241.6-5748,0.14,SWIFTJ1241.6-5748,755,SWIFTJ1241.6-5748,6.12E-05
694,SWIFTJ1347.1+7325,0.14,SWIFTJ1347.1+7325,631,SWIFTJ1347.1+7325,5.42E-06
695,SWIFTJ1416.9-1158,0.14,SWIFTJ1416.9-1158,668,SWIFTJ1416.9-1158,1.51E-05
696,SWIFTJ1523.5+6340,0.14,SWIFTJ1523.5+6340,676,SWIFTJ1523.5+6340,1.8E-05
697,SWIFTJ1741.9-1211,0.14,SWIFTJ1741.9-1211,822,SWIFTJ1741.9-1211,0.000398
698,SWIFTJ0006.2+2012,0.149,SWIFTJ0006.2+2012,833,SWIFTJ0006.2+2012,0.00247
699,SWIFTJ0113.8-1450,0.15,SWIFTJ0113.8-1450,639,SWIFTJ0113.8-1450,7.29E-06
700,SWIFTJ0331.3+0538,0.15,SWIFTJ0331.3+0538,622,SWIFTJ0331.3+0538,3.39E-06
701,SWIFTJ0519.5-4545,0.15,SWIFTJ0519.5-4545,648,SWIFTJ0519.5-4545,8.75E-06
702,SWIFTJ0726.6-3552,0.15,SWIFTJ0726.6-3552,442,SWIFTJ0726.6-3552,-99
703,SWIFTJ0926.2+1244,0.15,SWIFTJ0926.2+1244,741,SWIFTJ0926.2+1244,4.84E-05
704,SWIFTJ1126.7+3514,0.15,SWIFTJ1126.7+3514,385,SWIFTJ1126.7+3514,-99
705,SWIFTJ2150.2-1855,0.15,SWIFTJ2150.2-1855,661,SWIFTJ2150.2-1855,1.28E-05
706,SWIFTJ0157.2+4715,0.16,SWIFTJ0157.2+4715,677,SWIFTJ0157.2+4715,1.84E-05
707,SWIFTJ0324.8+3410,0.16,SWIFTJ0324.8+3410,634,SWIFTJ0324.8+3410,5.95E-06
708,SWIFTJ0350.1-5019,0.16,SWIFTJ0350.1-5019,515,SWIFTJ0350.1-5019,-99
709,SWIFTJ1148.3+0901,0.16,SWIFTJ1148.3+0901,737,SWIFTJ1148.3+0901,4.63E-05
710,SWIFTJ1613.2-6043,0.16,SWIFTJ1613.2-6043,647,SWIFTJ1613.2-6043,8.67E-06
711,SWIFTJ1628.1+5145,0.16,SWIFTJ1628.1+5145,371,SWIFTJ1628.1+5145,-99
712,SWIFTJ1656.1-5200,0.16,SWIFTJ1656.1-5200,743,SWIFTJ1656.1-5200,5.02E-05
713,SWIFTJ0149.9-5019,0.17,SWIFTJ0149.9-5019,627,SWIFTJ0149.9-5019,4.74E-06
714,SWIFTJ0226.4-2821,0.17,SWIFTJ0226.4-2821,793,SWIFTJ0226.4-2821,0.000135
715,SWIFTJ0726.5+3659,0.17,SWIFTJ0726.5+3659,687,SWIFTJ0726.5+3659,2.14E-05
716,SWIFTJ1306.4-4025B,0.17,SWIFTJ1306.4-4025,635,SWIFTJ1306.4-4025,6.07E-06
717,SWIFTJ0105.5-4213,0.18,SWIFTJ0105.5-4213,418,SWIFTJ0105.5-4213,-99
718,SWIFTJ0259.9+4419,0.18,SWIFTJ0259.9+4419,625,SWIFTJ0259.9+4419,4.43E-06
719,SWIFTJ0300.0-1048,0.18,SWIFTJ0300.0-1048,18,SWIFTJ0300.0-1048,-99
720,SWIFTJ1143.7+7942,0.18,SWIFTJ1143.7+7942,657,SWIFTJ1143.7+7942,1.09E-05
721,SWIFTJ2010.6-2521,0.18,SWIFTJ2010.6-2521,620,SWIFTJ2010.6-2521,2.44E-06
722,SWIFTJ2352.2+5845,0.18,SWIFTJ2352.2+5845,208,SWIFTJ2352.2+5845,-99
723,SWIFTJ0209.7+5226,0.19,SWIFTJ0209.7+5226,716,SWIFTJ0209.7+5226,3.3E-05
724,SWIFTJ0505.8-2351,0.19,SWIFTJ0505.8-2351,584,SWIFTJ0505.8-2351,-99
725,SWIFTJ0623.8-3215,0.19,SWIFTJ0623.8-3215,488,SWIFTJ0623.8-3215,-99
726,SWIFTJ1100.9+1104,0.19,SWIFTJ1100.9+1104,630,SWIFTJ1100.9+1104,5.29E-06
727,SWIFTJ1131.9-1233,0.19,SWIFTJ1131.9-1233,617,SWIFTJ1131.9-1233,1.28E-06
728,SWIFTJ1238.6+0928,0.19,SWIFTJ1238.6+0928,302,SWIFTJ1238.6+0928,-99
729,SWIFTJ2201.9-3152,0.19,SWIFTJ2201.9-3152,453,SWIFTJ2201.9-3152,-99
730,SWIFTJ2204.7+0337,0.19,SWIFTJ2204.7+0337,402,SWIFTJ2204.7+0337,-99
731,SWIFTJ0123.8-3504,0.2,SWIFTJ0123.8-3504,119,SWIFTJ0123.8-3504,-99
732,SWIFTJ0308.2-2258,0.2,SWIFTJ0308.2-2258,543,SWIFTJ0308.2-2258,-99
733,SWIFTJ1009.3-4250,0.2,SWIFTJ1009.3-4250,455,SWIFTJ1009.3-4250,-99
734,SWIFTJ1049.4+2258,0.2,SWIFTJ1049.4+2258,580,SWIFTJ1049.4+2258,-99
735,SWIFTJ0255.2-0011,0.21,SWIFTJ0255.2-0011,570,SWIFTJ0255.2-0011,-99
736,SWIFTJ0600.7+0008,0.21,SWIFTJ0600.7+0008,229,SWIFTJ0600.7+0008,-99
737,SWIFTJ1512.8-0906,0.21,SWIFTJ1512.8-0906,638,SWIFTJ1512.8-0906,7.17E-06
738,SWIFTJ2157.2-6942,0.21,SWIFTJ2157.2-6942,623,SWIFTJ2157.2-6942,3.66E-06
739,SWIFTJ1408.1-3024,0.22,SWIFTJ1408.1-3024,766,SWIFTJ1408.1-3024,7.77E-05
740,SWIFTJ0042.9-2332,0.23,SWIFTJ0042.9-2332,75,SWIFTJ0042.9-2332,-99
741,SWIFTJ0203.1-2359,0.23,SWIFTJ0203.1-2359,692,SWIFTJ0203.1-2359,2.31E-05
742,SWIFTJ0231.6-3645,0.23,SWIFTJ0231.6-3645,355,SWIFTJ0231.6-3645,-99
743,SWIFTJ0838.4-3557,0.23,SWIFTJ0838.4-3557,815,SWIFTJ0838.4-3557,0.000228
744,SWIFTJ1441.4+5341,0.23,SWIFTJ1441.4+5341,32,SWIFTJ1441.4+5341,-99
745,SWIFTJ1513.8-8125,0.23,SWIFTJ1513.8-8125,788,SWIFTJ1513.8-8125,0.00012
746,SWIFTJ1618.7-5930,0.23,SWIFTJ1618.7-5930,656,SWIFTJ1618.7-5930,1.03E-05
747,SWIFTJ1652.9+0223,0.24,SWIFTJ1652.9+0223,513,SWIFTJ1652.9+0223,-99
748,SWIFTJ1653.2+2352,0.24,SWIFTJ1653.2+2352,228,SWIFTJ1653.2+2352,-99
749,SWIFTJ2040.2-5126,0.24,SWIFTJ2040.2-5126,581,SWIFTJ2040.2-5126,-99
750,SWIFTJ2209.4-4711,0.24,SWIFTJ2209.4-4711,653,SWIFTJ2209.4-4711,9.89E-06
751,SWIFTJ0714.2+3518,0.25,SWIFTJ0714.2+3518,404,SWIFTJ0714.2+3518,-99
752,SWIFTJ1052.8+1043,0.25,SWIFTJ1052.8+1043,26,SWIFTJ1052.8+1043,-99
753,SWIFTJ1355.9+1822,0.25,SWIFTJ1355.9+1822,399,SWIFTJ1355.9+1822,-99
754,SWIFTJ1717.1-6249,0.25,SWIFTJ1717.1-6249,499,SWIFTJ1717.1-6249,-99
755,SWIFTJ2322.5-0646,0.25,SWIFTJ2322.5-0646,425,SWIFTJ2322.5-0646,-99
756,SWIFTJ0920.1+3712,0.26,SWIFTJ0920.1+3712,375,SWIFTJ0920.1+3712,-99
757,SWIFTJ1209.4+4340,0.27,SWIFTJ1209.4+4340,378,SWIFTJ1209.4+4340,-99
758,SWIFTJ1313.6+3650B,0.27,SWIFTJ1313.6+3650,619,SWIFTJ1313.6+3650,2.43E-06
759,SWIFTJ0840.2+2947,0.28,SWIFTJ0840.2+2947,432,SWIFTJ0840.2+2947,-99
760,SWIFTJ0319.7+4132,0.29,SWIFTJ0319.7+4132,600,SWIFTJ0319.7+4132,-99
761,SWIFTJ0503.0+2302,0.29,SWIFTJ0503.0+2302,733,SWIFTJ0503.0+2302,4.33E-05
762,SWIFTJ1206.2+5243,0.29,SWIFTJ1206.2+5243,217,SWIFTJ1206.2+5243,-99
763,SWIFTJ2027.1-0220,0.29,SWIFTJ2027.1-0220,413,SWIFTJ2027.1-0220,-99
764,SWIFTJ0919.2+5528,0.3,SWIFTJ0919.2+5528,478,SWIFTJ0919.2+5528,-99
765,SWIFTJ0955.5+6907,0.3,SWIFTJ0955.5+6907,360,SWIFTJ0955.5+6907,-99
766,SWIFTJ2328.9+0328,0.31,SWIFTJ2328.9+0328,507,SWIFTJ2328.9+0328,-99
767,SWIFTJ0124.5+3350,0.32,SWIFTJ0124.5+3350,548,SWIFTJ0124.5+3350,-99
768,SWIFTJ2028.5+2543D2,0.33,SWIFTJ2028.5+2543,495,SWIFTJ2028.5+2543,-99
769,SWIFTJ0250.7+4142,0.34,SWIFTJ0250.7+4142,450,SWIFTJ0250.7+4142,-99
770,SWIFTJ0823.4-0457,0.34,SWIFTJ0823.4-0457,427,SWIFTJ0823.4-0457,-99
771,SWIFTJ1416.9-4640,0.4,SWIFTJ1416.9-4640,423,SWIFTJ1416.9-4640,-99
772,SWIFTJ0046.2-4008,0.43,SWIFTJ0046.2-4008,289,SWIFTJ0046.2-4008,-99
773,SWIFTJ0856.0+7812,0.48,SWIFTJ0856.0+7812,574,SWIFTJ0856.0+7812,-99
774,SWIFTJ2304.9+1220,0.48,SWIFTJ2304.9+1220,599,SWIFTJ2304.9+1220,-99
775,SWIFTJ0113.8+1313,0.5,SWIFTJ0113.8+1313,76,SWIFTJ0113.8+1313,-99
776,SWIFTJ2242.4-3711,0.55,SWIFTJ2242.4-3711,309,SWIFTJ2242.4-3711,-99
777,SWIFTJ1652.0-5915A,0.62,SWIFTJ1652.0-5915,476,SWIFTJ1652.0-5915,-99
778,SWIFTJ0209.5-1010D2,0.63,SWIFTJ0209.5-1010,215,SWIFTJ0209.5-1010,-99
779,SWIFTJ1219.4+4720,0.63,SWIFTJ1219.4+4720,395,SWIFTJ1219.4+4720,-99
780,SWIFTJ2028.5+2543D1,0.63,SWIFTJ2028.5+2543,495,SWIFTJ2028.5+2543,-99
781,SWIFTJ0333.6-3607,0.64,SWIFTJ0333.6-3607,347,SWIFTJ0333.6-3607,-99
782,SWIFTJ1304.3-0532,0.64,SWIFTJ1304.3-0532,517,SWIFTJ1304.3-0532,-99
783,SWIFTJ2235.9+3358,0.64,SWIFTJ2235.9+3358,492,SWIFTJ2235.9+3358,-99
784,SWIFTJ0048.8+3155,0.66,SWIFTJ0048.8+3155,595,SWIFTJ0048.8+3155,-99
785,SWIFTJ0739.7-3142,0.66,SWIFTJ0739.7-3142,527,SWIFTJ0739.7-3142,-99
786,SWIFTJ0744.0+2914,0.68,SWIFTJ0744.0+2914,593,SWIFTJ0744.0+2914,-99
787,SWIFTJ0934.7-2156,0.69,SWIFTJ0934.7-2156,494,SWIFTJ0934.7-2156,-99
788,SWIFTJ0804.2+0507,0.7,SWIFTJ0804.2+0507,144,SWIFTJ0804.2+0507,-99
789,SWIFTJ0241.3-0816,0.72,SWIFTJ0241.3-0816,560,SWIFTJ0241.3-0816,-99
790,SWIFTJ1519.6+6538,0.76,SWIFTJ1519.6+6538,377,SWIFTJ1519.6+6538,-99
791,SWIFTJ0743.0+6513,0.77,SWIFTJ0743.0+6513,573,SWIFTJ0743.0+6513,-99
792,SWIFTJ1442.5-1715,0.77,SWIFTJ1442.5-1715,512,SWIFTJ1442.5-1715,-99
793,SWIFTJ0548.4-4748,0.78,SWIFTJ0548.4-4748,333,SWIFTJ0548.4-4748,-99
794,SWIFTJ2207.3+1013,0.78,SWIFTJ2207.3+1013,602,SWIFTJ2207.3+1013,-99
795,SWIFTJ1246.6+5435,0.8,SWIFTJ1246.6+5435,270,SWIFTJ1246.6+5435,-99
796,SWIFTJ1338.2+0433,0.8,SWIFTJ1338.2+0433,392,SWIFTJ1338.2+0433,-99
797,SWIFTJ1643.2+7036,0.8,SWIFTJ1643.2+7036,299,SWIFTJ1643.2+7036,-99
798,SWIFTJ0209.5-1010D1,0.81,SWIFTJ0209.5-1010,215,SWIFTJ0209.5-1010,-99
799,SWIFTJ2318.4-4223,0.81,SWIFTJ2318.4-4223,549,SWIFTJ2318.4-4223,-99
800,SWIFTJ1457.8-4308,0.82,SWIFTJ1457.8-4308,503,SWIFTJ1457.8-4308,-99
801,SWIFTJ2148.3-3454,0.82,SWIFTJ2148.3-3454,598,SWIFTJ2148.3-3454,-99
802,SWIFTJ0453.4+0404,0.84,SWIFTJ0453.4+0404,473,SWIFTJ0453.4+0404,-99
803,SWIFTJ1253.5-4137,0.84,SWIFTJ1253.5-4137,487,SWIFTJ1253.5-4137,-99
804,SWIFTJ0131.8-3307,0.85,SWIFTJ0131.8-3307,523,SWIFTJ0131.8-3307,-99
805,SWIFTJ1238.9-2720,0.86,SWIFTJ1238.9-2720,567,SWIFTJ1238.9-2720,-99
806,SWIFTJ0902.0+6007,0.87,SWIFTJ0902.0+6007,572,SWIFTJ0902.0+6007,-99
807,SWIFTJ0807.9+3859,0.9,SWIFTJ0807.9+3859,493,SWIFTJ0807.9+3859,-99
808,SWIFTJ1800.3+6637,0.9,SWIFTJ1800.3+6637,411,SWIFTJ1800.3+6637,-99
809,SWIFTJ0632.8+6343,0.91,SWIFTJ0632.8+6343,650,SWIFTJ0632.8+6343,8.82E-06
810,SWIFTJ1306.4-4025A,0.93,SWIFTJ1306.4-4025,635,SWIFTJ1306.4-4025,6.07E-06
811,SWIFTJ1341.2+3023,0.97,SWIFTJ1341.2+3023,583,SWIFTJ1341.2+3023,-99
812,SWIFTJ0935.9+6120,0.99,SWIFTJ0935.9+6120,123,SWIFTJ0935.9+6120,-99
813,SWIFTJ2246.0+3941,0.99,SWIFTJ2246.0+3941,575,SWIFTJ2246.0+3941,-99
814,SWIFTJ1235.6-3954,1,SWIFTJ1235.6-3954,559,SWIFTJ1235.6-3954,-99
815,SWIFTJ2359.3-6058,1,SWIFTJ2359.3-6058,601,SWIFTJ2359.3-6058,-99
816,SWIFTJ1325.4-4301,1.01,SWIFTJ1325.4-4301,516,SWIFTJ1325.4-4301,-99
817,SWIFTJ0304.1-0108,1.16,SWIFTJ0304.1-0108,50,SWIFTJ0304.1-0108,-99
818,SWIFTJ2200.9+1032,1.2,SWIFTJ2200.9+1032,383,SWIFTJ2200.9+1032,-99
819,SWIFTJ0602.5+6518,1.23,SWIFTJ0602.5+6518,276,SWIFTJ0602.5+6518,-99
820,SWIFTJ0111.4-3808,1.36,SWIFTJ0111.4-3808,397,SWIFTJ0111.4-3808,-99
821,SWIFTJ2344.6-4246,1.65,SWIFTJ2344.6-4246,624,SWIFTJ2344.6-4246,3.88E-06
822,SWIFTJ1737.7-5956B,2,SWIFTJ1737.7-5956,577,SWIFTJ1737.7-5956,-99
823,SWIFTJ1959.4+4044,4.05,SWIFTJ1959.4+4044,504,SWIFTJ1959.4+4044,-99
824,SWIFTJ1212.9+0702,5,SWIFTJ1212.9+0702,204,SWIFTJ1212.9+0702,-99
825,SWIFTJ1838.4-6524,5,SWIFTJ1838.4-6524,555,SWIFTJ1838.4-6524,-99
826,SWIFTJ0215.6-1301,7,SWIFTJ0215.6-1301,579,SWIFTJ0215.6-1301,-99
827,SWIFTJ2341.8+3033,7,SWIFTJ2341.8+3033,563,SWIFTJ2341.8+3033,-99
828,SWIFTJ1138.9+2529A,9,SWIFTJ1138.9+2529,524,SWIFTJ1138.9+2529,-99
829,SWIFTJ0251.6-1639,0.89,SWIFTJ0251.6-1639,557,SWIFTJ0251.6-1639,-99
830,SWIFTJ1635.0-5804,0.76,SWIFTJ1635.0-5804,547,SWIFTJ1635.0-5804,-99
831,SWIFTJ1413.2-0312,0.99,SWIFTJ1413.2-0312,389,SWIFTJ1413.2-0312,-99
832,SWIFTJ1630.5+3925,0.1,SWIFTJ1630.5+3925,537,SWIFTJ1630.5+3925,-99
833,SWIFTJ1322.2-1641,0.11,SWIFTJ1322.2-1641,359,SWIFTJ1322.2-1641,-99
834,SWIFTJ0134.1-3625,0.19,SWIFTJ0134.1-3625,571,SWIFTJ0134.1-3625,-99
835,SWIFTJ1225.8+1240,0.19,SWIFTJ1225.8+1240,552,SWIFTJ1225.8+1240,-99
836,SWIFTJ1309.2+1139,0.23,SWIFTJ1309.2+1139,589,SWIFTJ1309.2+1139,-99
289,SWIFTJ1209.5+4702,-99,SWIFTJ1209.5+4702,-99,SWIFTJ1209.5+4702,-99
